sourcetype,kind,cim_field,fdr_field,events,detail
crowdstrike:events:sensor,LOOKUP,ModuleCharacteristics_meaning,ModuleCharacteristics,,LOOKUP-crowdstrike_ta_ModuleCharacteristics via crowdstrike_ta_bitmask_lookup_ModuleCharacteristics (result)
crowdstrike:events:sensor,LOOKUP,ModuleInitFlags_meaning,ModuleInitFlags,,LOOKUP-crowdstrike_ta_ModuleInitFlags via crowdstrike_ta_bitmask_lookup_ModuleInitFlags (result)
crowdstrike:events:sensor,LOOKUP,ModuleLoadMechanism_meaning,ModuleLoadMechanism,,LOOKUP-crowdstrike_ta_ModuleLoadMechanism via crowdstrike_ta_lookup_ModuleLoadMechanism (ModuleLoadMechanism_meaning)
crowdstrike:events:sensor,LOOKUP,NetworkContainmentState_meaning,NetworkContainmentState,,LOOKUP-crowdstrike_ta_NetworkContainmentState via crowdstrike_ta_lookup_NetworkContainmentState (NetworkContainmentState_meaning)
crowdstrike:events:sensor,LOOKUP,NetworkExtensionType_meaning,NetworkExtensionType,,LOOKUP-crowdstrike_ta_NetworkExtensionType via crowdstrike_ta_lookup_NetworkExtensionType (NetworkExtensionType_meaning)
crowdstrike:events:sensor,LOOKUP,NetworkProfile_meaning,NetworkProfile,,LOOKUP-crowdstrike_ta_NetworkProfile via crowdstrike_ta_lookup_NetworkProfile (NetworkProfile_meaning)
crowdstrike:events:sensor,LOOKUP,NtlmAvFlags_meaning,NtlmAvFlags,,LOOKUP-crowdstrike_ta_NtlmAvFlags via crowdstrike_ta_bitmask_lookup_NtlmAvFlags (result)
crowdstrike:events:sensor,LOOKUP,OciContainerEngineType_meaning,OciContainerEngineType,,LOOKUP-crowdstrike_ta_OciContainerEngineType via crowdstrike_ta_lookup_OciContainerEngineType (OciContainerEngineType_meaning)
crowdstrike:events:sensor,LOOKUP,ParentAuthenticationId_meaning,ParentAuthenticationId,,LOOKUP-crowdstrike_ta_ParentAuthenticationId via crowdstrike_ta_lookup_ParentAuthenticationId (ParentAuthenticationId_meaning)
crowdstrike:events:sensor,LOOKUP,PatternHandlingErrorType_meaning,PatternHandlingErrorType,,LOOKUP-crowdstrike_ta_PatternHandlingErrorType via crowdstrike_ta_lookup_PatternHandlingErrorType (PatternHandlingErrorType_meaning)
crowdstrike:events:sensor,LOOKUP,PayloadClassificationFlags_meaning,PayloadClassificationFlags,,LOOKUP-crowdstrike_ta_PayloadClassificationFlags via crowdstrike_ta_lookup_PayloadClassificationFlags (PayloadClassificationFlags_meaning)
crowdstrike:events:sensor,LOOKUP,PayloadClassification_meaning,PayloadClassification,,LOOKUP-crowdstrike_ta_PayloadClassification via crowdstrike_ta_lookup_PayloadClassification (PayloadClassification_meaning)
crowdstrike:events:sensor,LOOKUP,PciAttachmentState_meaning,PciAttachmentState,,LOOKUP-crowdstrike_ta_PciAttachmentState via crowdstrike_ta_lookup_PciAttachmentState (PciAttachmentState_meaning)
crowdstrike:events:sensor,LOOKUP,PlatformSecuritySettings_meaning,PlatformSecuritySettings,,LOOKUP-crowdstrike_ta_PlatformSecuritySettings via crowdstrike_ta_bitmask_lookup_PlatformSecuritySettings (result)
crowdstrike:events:sensor,LOOKUP,PosixFileType_meaning,PosixFileType,,LOOKUP-crowdstrike_ta_PosixFileType via crowdstrike_ta_lookup_PosixFileType (PosixFileType_meaning)
crowdstrike:events:sensor,LOOKUP,PowerPluggedType_meaning,PowerPluggedType,,LOOKUP-crowdstrike_ta_PowerPluggedType via crowdstrike_ta_lookup_PowerPluggedType (PowerPluggedType_meaning)
crowdstrike:events:sensor,LOOKUP,PreviousMemoryRegionProtection_meaning,PreviousMemoryRegionProtection,,LOOKUP-crowdstrike_ta_PreviousMemoryRegionProtection via crowdstrike_ta_lookup_PreviousMemoryRegionProtection (PreviousMemoryRegionProtection_meaning)
crowdstrike:events:sensor,LOOKUP,PrivilegesBitmask_meaning,PrivilegesBitmask,,LOOKUP-crowdstrike_ta_PrivilegesBitmask via crowdstrike_ta_bitmask_lookup_PrivilegesBitmask (result)
crowdstrike:events:sensor,LOOKUP,ProcessBehaviorBitfield_meaning,ProcessBehaviorBitfield,,LOOKUP-crowdstrike_ta_ProcessBehaviorBitfield via crowdstrike_ta_bitmask_lookup_ProcessBehaviorBitfield (result)
crowdstrike:events:sensor,LOOKUP,ProcessCreateFlags_meaning,ProcessCreateFlags,,LOOKUP-crowdstrike_ta_ProcessCreateFlags via crowdstrike_ta_lookup_ProcessCreateFlags (ProcessCreateFlags_meaning)
crowdstrike:events:sensor,LOOKUP,ProcessParameterFlags_meaning,ProcessParameterFlags,,LOOKUP-crowdstrike_ta_ProcessParameterFlags via crowdstrike_ta_bitmask_lookup_ProcessParameterFlags (result)
crowdstrike:events:sensor,LOOKUP,ProcessSxsFlags_meaning,ProcessSxsFlags,,LOOKUP-crowdstrike_ta_ProcessSxsFlags via crowdstrike_ta_bitmask_lookup_ProcessSxsFlags (result)
crowdstrike:events:sensor,LOOKUP,Protocol_meaning,Protocol,,LOOKUP-crowdstrike_ta_Protocol via crowdstrike_ta_lookup_Protocol (Protocol_meaning)
crowdstrike:events:sensor,LOOKUP,ProvisionState_meaning,ProvisionState,,LOOKUP-crowdstrike_ta_ProvisionState via crowdstrike_ta_lookup_ProvisionState (ProvisionState_meaning)
crowdstrike:events:sensor,LOOKUP,PtAnalysisTrigger_meaning,PtAnalysisTrigger,,LOOKUP-crowdstrike_ta_PtAnalysisTrigger via crowdstrike_ta_lookup_PtAnalysisTrigger (PtAnalysisTrigger_meaning)
crowdstrike:events:sensor,LOOKUP,PtCompatibilityFlags_meaning,PtCompatibilityFlags,,LOOKUP-crowdstrike_ta_PtCompatibilityFlags via crowdstrike_ta_lookup_PtCompatibilityFlags (PtCompatibilityFlags_meaning)
crowdstrike:events:sensor,LOOKUP,PupAdwareConfidence_meaning,PupAdwareConfidence,,LOOKUP-crowdstrike_ta_PupAdwareConfidence via crowdstrike_ta_lookup_PupAdwareConfidence (PupAdwareConfidence_meaning)
crowdstrike:events:sensor,LOOKUP,QuarantinedFileState_meaning,QuarantinedFileState,,LOOKUP-crowdstrike_ta_QuarantinedFileState via crowdstrike_ta_lookup_QuarantinedFileState (QuarantinedFileState_meaning)
crowdstrike:events:sensor,LOOKUP,QueryStatus_meaning,QueryStatus,,LOOKUP-crowdstrike_ta_QueryStatus via crowdstrike_ta_lookup_QueryStatus (QueryStatus_meaning)
crowdstrike:events:sensor,LOOKUP,RFMState_meaning,RFMState,,LOOKUP-crowdstrike_ta_RFMState via crowdstrike_ta_lookup_RFMState (RFMState_meaning)
crowdstrike:events:sensor,LOOKUP,ReasonOfFunctionalityLevel_meaning,ReasonOfFunctionalityLevel,,LOOKUP-crowdstrike_ta_ReasonOfFunctionalityLevel via crowdstrike_ta_lookup_ReasonOfFunctionalityLevel (ReasonOfFunctionalityLevel_meaning)
crowdstrike:events:sensor,LOOKUP,RegClassificationFlags_meaning,RegClassificationFlags,,LOOKUP-crowdstrike_ta_RegClassificationFlags via crowdstrike_ta_bitmask_lookup_RegClassificationFlags (result)
crowdstrike:events:sensor,LOOKUP,RegClassification_meaning,RegClassification,,LOOKUP-crowdstrike_ta_RegClassification via crowdstrike_ta_lookup_RegClassification (RegClassification_meaning)
crowdstrike:events:sensor,LOOKUP,RegConfigClass_meaning,RegConfigClass,,LOOKUP-crowdstrike_ta_RegConfigClass via crowdstrike_ta_lookup_RegConfigClass (RegConfigClass_meaning)
crowdstrike:events:sensor,LOOKUP,RegConfigFlags_meaning,RegConfigFlags,,LOOKUP-crowdstrike_ta_RegConfigFlags via crowdstrike_ta_bitmask_lookup_RegConfigFlags (result)
crowdstrike:events:sensor,LOOKUP,RegConfigValueType_meaning,RegConfigValueType,,LOOKUP-crowdstrike_ta_RegConfigValueType via crowdstrike_ta_lookup_RegConfigValueType (RegConfigValueType_meaning)
crowdstrike:events:sensor,LOOKUP,RegCreateDisposition_meaning,RegCreateDisposition,,LOOKUP-crowdstrike_ta_RegCreateDisposition via crowdstrike_ta_lookup_RegCreateDisposition (RegCreateDisposition_meaning)
crowdstrike:events:sensor,LOOKUP,RegKeyChangeType_meaning,RegKeyChangeType,,LOOKUP-crowdstrike_ta_RegKeyChangeType via crowdstrike_ta_bitmask_lookup_RegKeyChangeType (result)
crowdstrike:events:sensor,LOOKUP,RegOperationType_meaning,RegOperationType,,LOOKUP-crowdstrike_ta_RegOperationType via crowdstrike_ta_lookup_RegOperationType (RegOperationType_meaning)
crowdstrike:events:sensor,LOOKUP,RegTamperType_meaning,RegTamperType,,LOOKUP-crowdstrike_ta_RegTamperType via crowdstrike_ta_lookup_RegTamperType (RegTamperType_meaning)
crowdstrike:events:sensor,LOOKUP,RegType_meaning,RegType,,LOOKUP-crowdstrike_ta_RegType via crowdstrike_ta_lookup_RegType (RegType_meaning)
crowdstrike:events:sensor,LOOKUP,RequestType_meaning,RequestType,,LOOKUP-crowdstrike_ta_RequestType via crowdstrike_ta_lookup_RequestType (RequestType_meaning)
crowdstrike:events:sensor,LOOKUP,RuleAction_meaning,RuleAction,,LOOKUP-crowdstrike_ta_RuleAction via crowdstrike_ta_lookup_RuleAction (RuleAction_meaning)
crowdstrike:events:sensor,LOOKUP,SEHValidationFailureFlags_meaning,SEHValidationFailureFlags,,LOOKUP-crowdstrike_ta_SEHValidationFailureFlags via crowdstrike_ta_lookup_SEHValidationFailureFlags (SEHValidationFailureFlags_meaning)
crowdstrike:events:sensor,LOOKUP,SELinuxEnforcementPolicy_meaning,SELinuxEnforcementPolicy,,LOOKUP-crowdstrike_ta_SELinuxEnforcementPolicy via crowdstrike_ta_lookup_SELinuxEnforcementPolicy (SELinuxEnforcementPolicy_meaning)
crowdstrike:events:sensor,LOOKUP,SHA256HashData_meaning,SHA256HashData,,LOOKUP-crowdstrike_ta_SHA256HashData via crowdstrike_ta_lookup_SHA256HashData (SHA256HashData_meaning)
crowdstrike:events:sensor,LOOKUP,SafetyNetFailureType_meaning,SafetyNetFailureType,,LOOKUP-crowdstrike_ta_SafetyNetFailureType via crowdstrike_ta_lookup_SafetyNetFailureType (SafetyNetFailureType_meaning)
crowdstrike:events:sensor,LOOKUP,ScreenshotType_meaning,ScreenshotType,,LOOKUP-crowdstrike_ta_ScreenshotType via crowdstrike_ta_lookup_ScreenshotType (ScreenshotType_meaning)
crowdstrike:events:sensor,LOOKUP,ScriptContentSource_meaning,ScriptContentSource,,LOOKUP-crowdstrike_ta_ScriptContentSource via crowdstrike_ta_lookup_ScriptContentSource (ScriptContentSource_meaning)
crowdstrike:events:sensor,LOOKUP,ScriptControlErrorCode_meaning,ScriptControlErrorCode,,LOOKUP-crowdstrike_ta_ScriptControlErrorCode via crowdstrike_ta_lookup_ScriptControlErrorCode (ScriptControlErrorCode_meaning)
crowdstrike:events:sensor,LOOKUP,ScriptingLanguageId_meaning,ScriptingLanguageId,,LOOKUP-crowdstrike_ta_ScriptingLanguageId via crowdstrike_ta_lookup_ScriptingLanguageId (ScriptingLanguageId_meaning)
crowdstrike:events:sensor,LOOKUP,ServiceErrorControl_meaning,ServiceErrorControl,,LOOKUP-crowdstrike_ta_ServiceErrorControl via crowdstrike_ta_lookup_ServiceErrorControl (ServiceErrorControl_meaning)
crowdstrike:events:sensor,LOOKUP,ServiceServiceSidType_meaning,ServiceServiceSidType,,LOOKUP-crowdstrike_ta_ServiceServiceSidType via crowdstrike_ta_lookup_ServiceServiceSidType (ServiceServiceSidType_meaning)
crowdstrike:events:sensor,LOOKUP,ServiceStart_meaning,ServiceStart,,LOOKUP-crowdstrike_ta_ServiceStart via crowdstrike_ta_lookup_ServiceStart (ServiceStart_meaning)
crowdstrike:events:sensor,LOOKUP,ServiceType_meaning,ServiceType,,LOOKUP-crowdstrike_ta_ServiceType via crowdstrike_ta_lookup_ServiceType (ServiceType_meaning)
crowdstrike:events:sensor,LOOKUP,ShowWindowFlags_meaning,ShowWindowFlags,,LOOKUP-crowdstrike_ta_ShowWindowFlags via crowdstrike_ta_lookup_ShowWindowFlags (ShowWindowFlags_meaning)
crowdstrike:events:sensor,LOOKUP,SignInfoFlags_meaning,SignInfoFlags,,LOOKUP-crowdstrike_ta_SignInfoFlags via crowdstrike_ta_bitmask_lookup_SignInfoFlags (result)
crowdstrike:events:sensor,LOOKUP,SignatureErrorState_meaning,SignatureErrorState,,LOOKUP-crowdstrike_ta_SignatureErrorState via crowdstrike_ta_lookup_SignatureErrorState (SignatureErrorState_meaning)
crowdstrike:events:sensor,LOOKUP,StackHashVersion_meaning,StackHashVersion,,LOOKUP-crowdstrike_ta_StackHashVersion via crowdstrike_ta_lookup_StackHashVersion (StackHashVersion_meaning)
crowdstrike:events:sensor,LOOKUP,StandbyBucket_meaning,StandbyBucket,,LOOKUP-crowdstrike_ta_StandbyBucket via crowdstrike_ta_lookup_StandbyBucket (StandbyBucket_meaning)
crowdstrike:events:sensor,LOOKUP,Status_meaning,Status,,LOOKUP-crowdstrike_ta_Status via crowdstrike_ta_lookup_Status (Status_meaning)
crowdstrike:events:sensor,LOOKUP,SupportedArchitectures_meaning,SupportedArchitectures,,LOOKUP-crowdstrike_ta_SupportedArchitectures via crowdstrike_ta_bitmask_lookup_SupportedArchitectures (result)
crowdstrike:events:sensor,LOOKUP,SuppressType_meaning,SuppressType,,LOOKUP-crowdstrike_ta_SuppressType via crowdstrike_ta_lookup_SuppressType (SuppressType_meaning)
crowdstrike:events:sensor,LOOKUP,SuspectStackFlag_meaning,SuspectStackFlag,,LOOKUP-crowdstrike_ta_SuspectStackFlag via crowdstrike_ta_lookup_SuspectStackFlag (SuspectStackFlag_meaning)
crowdstrike:events:sensor,LOOKUP,SyntheticPR2Flags_meaning,SyntheticPR2Flags,,LOOKUP-crowdstrike_ta_SyntheticPR2Flags via crowdstrike_ta_lookup_SyntheticPR2Flags (SyntheticPR2Flags_meaning)
crowdstrike:events:sensor,LOOKUP,SystemTableIndex_meaning,SystemTableIndex,,LOOKUP-crowdstrike_ta_SystemTableIndex via crowdstrike_ta_lookup_SystemTableIndex (SystemTableIndex_meaning)
crowdstrike:events:sensor,LOOKUP,TargetAndroidComponentType_meaning,TargetAndroidComponentType,,LOOKUP-crowdstrike_ta_TargetAndroidComponentType via crowdstrike_ta_lookup_TargetAndroidComponentType (TargetAndroidComponentType_meaning)
crowdstrike:events:sensor,LOOKUP,TemplateDisposition_meaning,TemplateDisposition,,LOOKUP-crowdstrike_ta_TemplateDisposition via crowdstrike_ta_lookup_TemplateDisposition (TemplateDisposition_meaning)
crowdstrike:events:sensor,LOOKUP,ThreadExecutionControlType_meaning,ThreadExecutionControlType,,LOOKUP-crowdstrike_ta_ThreadExecutionControlType via crowdstrike_ta_lookup_ThreadExecutionControlType (ThreadExecutionControlType_meaning)
crowdstrike:events:sensor,LOOKUP,TokenObjectCheckType_meaning,TokenObjectCheckType,,LOOKUP-crowdstrike_ta_TokenObjectCheckType via crowdstrike_ta_lookup_TokenObjectCheckType (TokenObjectCheckType_meaning)
crowdstrike:events:sensor,LOOKUP,TokenType_meaning,TokenType,,LOOKUP-crowdstrike_ta_TokenType via crowdstrike_ta_lookup_TokenType (TokenType_meaning)
crowdstrike:events:sensor,LOOKUP,UACCredentialCaptureActionType_meaning,UACCredentialCaptureActionType,,LOOKUP-crowdstrike_ta_UACCredentialCaptureActionType via crowdstrike_ta_lookup_UACCredentialCaptureActionType (UACCredentialCaptureActionType_meaning)
crowdstrike:events:sensor,LOOKUP,UACElevationReason_meaning,UACElevationReason,,LOOKUP-crowdstrike_ta_UACElevationReason via crowdstrike_ta_lookup_UACElevationReason (UACElevationReason_meaning)
crowdstrike:events:sensor,LOOKUP,UACFlags_meaning,UACFlags,,LOOKUP-crowdstrike_ta_UACFlags via crowdstrike_ta_bitmask_lookup_UACFlags (result)
crowdstrike:events:sensor,LOOKUP,UACMSIAction_meaning,UACMSIAction,,LOOKUP-crowdstrike_ta_UACMSIAction via crowdstrike_ta_lookup_UACMSIAction (UACMSIAction_meaning)
crowdstrike:events:sensor,LOOKUP,UACPromptType_meaning,UACPromptType,,LOOKUP-crowdstrike_ta_UACPromptType via crowdstrike_ta_lookup_UACPromptType (UACPromptType_meaning)
crowdstrike:events:sensor,LOOKUP,UmppaInjectionType_meaning,UmppaInjectionType,,LOOKUP-crowdstrike_ta_UmppaInjectionType via crowdstrike_ta_lookup_UmppaInjectionType (UmppaInjectionType_meaning)
crowdstrike:events:sensor,LOOKUP,UmppcEntryReason_meaning,UmppcEntryReason,,LOOKUP-crowdstrike_ta_UmppcEntryReason via crowdstrike_ta_lookup_UmppcEntryReason (UmppcEntryReason_meaning)
crowdstrike:events:sensor,LOOKUP,UpdateFlag_meaning,UpdateFlag,,LOOKUP-crowdstrike_ta_UpdateFlag via crowdstrike_ta_lookup_UpdateFlag (UpdateFlag_meaning)
crowdstrike:events:sensor,LOOKUP,UserFlags_meaning,UserFlags,,LOOKUP-crowdstrike_ta_UserFlags via crowdstrike_ta_bitmask_lookup_UserFlags (result)
crowdstrike:events:sensor,LOOKUP,UserGroupsBitmask_meaning,UserGroupsBitmask,,LOOKUP-crowdstrike_ta_UserGroupsBitmask via crowdstrike_ta_bitmask_lookup_UserGroupsBitmask (result)
crowdstrike:events:sensor,LOOKUP,UserLogoffType_meaning,UserLogoffType,,LOOKUP-crowdstrike_ta_UserLogoffType via crowdstrike_ta_lookup_UserLogoffType (UserLogoffType_meaning)
crowdstrike:events:sensor,LOOKUP,UserLogonFlags_meaning,UserLogonFlags,,LOOKUP-crowdstrike_ta_UserLogonFlags via crowdstrike_ta_bitmask_lookup_UserLogonFlags (result)
crowdstrike:events:sensor,LOOKUP,UserModeHookSource_meaning,UserModeHookSource,,LOOKUP-crowdstrike_ta_UserModeHookSource via crowdstrike_ta_lookup_UserModeHookSource (UserModeHookSource_meaning)
crowdstrike:events:sensor,LOOKUP,UserSid_meaning,UserSid,,LOOKUP-crowdstrike_ta_UserSid via crowdstrike_ta_lookup_UserSid (UserSid_meaning)
crowdstrike:events:sensor,LOOKUP,VnodeModificationType_meaning,VnodeModificationType,,LOOKUP-crowdstrike_ta_VnodeModificationType via crowdstrike_ta_lookup_VnodeModificationType (VnodeModificationType_meaning)
crowdstrike:events:sensor,LOOKUP,VnodeType_meaning,VnodeType,,LOOKUP-crowdstrike_ta_VnodeType via crowdstrike_ta_lookup_VnodeType (VnodeType_meaning)
crowdstrike:events:sensor,LOOKUP,VolumeDeviceCharacteristics_meaning,VolumeDeviceCharacteristics,,LOOKUP-crowdstrike_ta_VolumeDeviceCharacteristics via crowdstrike_ta_bitmask_lookup_VolumeDeviceCharacteristics (result)
crowdstrike:events:sensor,LOOKUP,VolumeFileSystemType_meaning,VolumeFileSystemType,,LOOKUP-crowdstrike_ta_VolumeFileSystemType via crowdstrike_ta_lookup_VolumeFileSystemType (VolumeFileSystemType_meaning)
crowdstrike:events:sensor,LOOKUP,VolumeTeardownFlags_meaning,VolumeTeardownFlags,,LOOKUP-crowdstrike_ta_VolumeTeardownFlags via crowdstrike_ta_bitmask_lookup_VolumeTeardownFlags (result)
crowdstrike:events:sensor,LOOKUP,WellKnownTargetFunction_meaning,WellKnownTargetFunction,,LOOKUP-crowdstrike_ta_WellKnownTargetFunction via crowdstrike_ta_lookup_WellKnownTargetFunction (WellKnownTargetFunction_meaning)
crowdstrike:events:sensor,LOOKUP,WhitelistingSource_meaning,WhitelistingSource,,LOOKUP-crowdstrike_ta_WhitelistingSource via crowdstrike_ta_lookup_WhitelistingSource (WhitelistingSource_meaning)
crowdstrike:events:sensor,LOOKUP,WindowFlags_meaning,WindowFlags,,LOOKUP-crowdstrike_ta_WindowFlags via crowdstrike_ta_bitmask_lookup_WindowFlags (result)
crowdstrike:events:sensor,EVAL,action,,AsepKeyUpdate;AsepValueUpdate;CommandHistory;CriticalEnvironmentVariableChanged;CriticalFileAccessed;DirectoryCreate;DmpFileWritten;DriverLoad;ELFFileWritten;EndOfProcess;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;FsVolumeMounted;ImageHash;InjectedThread;InstalledApplication;KernelModeLoadImage;LFODownloadConfirmation;NewExecutableRenamed;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;PeVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;QuarantinedFile;QuarantinedFileState;RarFileWritten;RemovableMediaVolumeMounted;ScreenshotTakenEtw;SensitiveWmiQuery;SyntheticProcessRollup2;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2;WmiCreateProcess,"case( event_simpleName IN (""FileRenameInfo"", ""NewExecutableRenamed"", ""CriticalEnvironmentVariableChanged""), ""modified"",  event_simpleName=""UserLogoff"", ""logoff"",  event_simpleName=""UserLogon"", ""success"",  event_simpleName IN (""UserLogonFailed"", ""User"
crowdstrike:events:sensor,EVAL,additional_answer_count,,DnsRequest,"case(event_simpleName=""DnsRequest"", ""0"")"
crowdstrike:events:sensor,LOOKUP,aid_city,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (City)
crowdstrike:events:sensor,LOOKUP,aid_computer_name,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (ComputerName)
crowdstrike:events:sensor,LOOKUP,aid_continent,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (Continent)
crowdstrike:events:sensor,LOOKUP,aid_country,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (Country)
crowdstrike:events:sensor,LOOKUP,aid_gateway_IP,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (GatewayIP)
crowdstrike:events:sensor,LOOKUP,aid_gateway_mac,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (GatewayMAC)
crowdstrike:events:sensor,LOOKUP,aid_local_address_ip4,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (LocalAddressIP4)
crowdstrike:events:sensor,LOOKUP,aid_mac,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (MAC)
crowdstrike:events:sensor,LOOKUP,aid_machine_domain,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (MachineDomain)
crowdstrike:events:sensor,LOOKUP,aid_os_version,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (Version)
crowdstrike:events:sensor,LOOKUP,aid_ou,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (OU)
crowdstrike:events:sensor,LOOKUP,aid_site_name,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (SiteName)
crowdstrike:events:sensor,LOOKUP,aid_system_product_name,host_res_aid,,LOOKUP-crowdstrike_ta_host_resolution_for_security_events via crowdstrike_ta_combined_host_resolution_lookup (SystemProductName)
crowdstrike:events:sensor,EVAL,answer,"AND,IP4Records,IP6Records",DnsRequest,"case(event_simpleName=""DnsRequest"", if(isnull(IP4Records) AND isnull(IP6Records) ,null(), mvindex(split(coalesce(IP4Records, """")+coalesce(IP6Records, """"), "";""), 0, -2)))"
crowdstrike:events:sensor,EVAL,answer_count,"AND,IP4Records,IP6Records",DnsRequest,"case(event_simpleName=""DnsRequest"", if(isnull(IP4Records) AND isnull(IP6Records), 0, mvcount(split(coalesce(IP4Records, """")+coalesce(IP6Records, """"), "";""))-1))"
crowdstrike:events:sensor,EVAL,app,"CrowdStrike,FDR,UserLogonFlags",AssociateIndicator;ScriptControlDetectInfo;ScriptControlScanInfo;UserLogon;UserLogonFailed;UserLogonFailed2,"case(event_simpleName IN (""UserLogon"",""UserLogonFailed"",""UserLogonFailed2""), lower(event_platform)+if(UserLogonFlags IN (""4"", ""8"", ""12""), "":local"", """"), event_simpleName IN (""AssociateIndicator"", ""ScriptControlScanInfo"", ""ScriptControlDetectInfo""), """
crowdstrike:events:sensor,LOOKUP,appinfo_company_name,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (CompanyName)
crowdstrike:events:sensor,LOOKUP,appinfo_detection_count,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (detectionCount)
crowdstrike:events:sensor,LOOKUP,appinfo_file_description,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (FileDescription)
crowdstrike:events:sensor,LOOKUP,appinfo_file_name,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (FileName)
crowdstrike:events:sensor,LOOKUP,appinfo_file_version,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (FileVersion)
crowdstrike:events:sensor,LOOKUP,appinfo_product_name,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (ProductName)
crowdstrike:events:sensor,LOOKUP,appinfo_product_version,SHA256HashData,,LOOKUP-crowdstrike_ta_appinfo_resolution_for_security_events via crowdstrike_ta_build_appinfo_resolution_lookup (ProductVersion)
crowdstrike:events:sensor,EVAL,authentication_method,LogonType,UserLogon;UserLogonFailed2,"case(event_simpleName IN (""UserLogon"", ""UserLogonFailed2""), LogonType)"
crowdstrike:events:sensor,EVAL,category,,QuarantinedFile;QuarantinedFileState,"case(event_simpleName IN (""QuarantinedFile"", ""QuarantinedFileState""), ""quarantine"")"
crowdstrike:events:sensor,EVAL,change_type,AND,CriticalEnvironmentVariableChanged;FileRenameInfo;InstalledApplication;NewExecutableRenamed;SensitiveWmiQuery;UserLogoff,"case(event_simpleName IN (""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""FileRenameInfo"") AND event_platform=""Win"", ""Filesystem"", event_simpleName=""UserLogoff"", ""AAA"", event_simpleName IN (""InstalledApplication"", ""CriticalEnvironmentVariableChanged""),"
crowdstrike:events:sensor,EVAL,command,WmiQuery,SensitiveWmiQuery,"case(event_simpleName IN (""SensitiveWmiQuery""), WmiQuery)"
crowdstrike:events:sensor,EVAL,cpu_cores,PhysicalCoreCount,SystemCapacity,"case(event_simpleName=""SystemCapacity"", PhysicalCoreCount)"
crowdstrike:events:sensor,EVAL,cpu_count,PhysicalCoreCount,SystemCapacity,"case(event_simpleName=""SystemCapacity"", PhysicalCoreCount)"
crowdstrike:events:sensor,EVAL,cpu_mhz,CpuClockSpeed,SystemCapacity,"case(event_simpleName=""SystemCapacity"", CpuClockSpeed)"
crowdstrike:events:sensor,EVAL,creation_time,ContextTimeStamp,NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6,"case(event_simpleName IN (""NetworkConnectIP4"", ""NetworkListenIP4"", ""NetworkCloseIP4"", ""NetworkCloseIP6"", ""NetworkConnectIP6"", ""NetworkListenIP6"", ""NetworkReceiveAcceptIP4"", ""NetworkReceiveAcceptIP6""), ContextTimeStamp)"
