field,value,meaning,lookup_file
ProcessCreateFlags,16,CREATE_NEW_CONSOLE,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,512,CREATE_NEW_PROCESS_GROUP,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,1024,CREATE_UNICODE_ENVIRONMENT,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,2048,CREATE_SEPARATE_WOW_VDM,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,4096,CREATE_SHARED_WOW_VDM,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,8192,CREATE_FORCEDOS,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,65536,INHERIT_PARENT_AFFINITY,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,262144,CREATE_PROTECTED_PROCESS,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,524288,EXTENDED_STARTUPINFO_PRESENT,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,1048576,PROCESS_MODE_BACKGROUND_BEGIN,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,2097152,PROCESS_MODE_BACKGROUND_END,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,16777216,CREATE_BREAKAWAY_FROM_JOB,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,33554432,CREATE_PRESERVE_CODE_AUTHZ_LEVEL,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,67108864,CREATE_DEFAULT_ERROR_MODE,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,67634196,COMMON_EXPLORER_SUSPENDED_SET,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,134217728,CREATE_NO_WINDOW,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,268435456,PROFILE_USER,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,536870912,PROFILE_KERNEL,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,1073741824,PROFILE_SERVER,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,2147483648,CREATE_IGNORE_SYSTEM_DEFAULT,crowdstrike_ProcessCreateFlags.csv
Protocol,1,ICMP,crowdstrike_Protocol.csv
Protocol,6,TCP,crowdstrike_Protocol.csv
Protocol,17,UDP,crowdstrike_Protocol.csv
ProvisionState,0,SENSOR_NOT_PROVISIONED,crowdstrike_ProvisionState.csv
ProvisionState,1,SENSOR_PROVISIONED,crowdstrike_ProvisionState.csv
PtAnalysisTrigger,1,CREATE_PROCESS_TRIGGER,crowdstrike_PtAnalysisTrigger.csv
PtAnalysisTrigger,2,LOAD_IMAGE_TRIGGER,crowdstrike_PtAnalysisTrigger.csv
PtCompatibilityFlags,1,PT_SUPPORTED,crowdstrike_PtCompatibilityFlags.csv
PupAdwareConfidence,0,NO_CONF,crowdstrike_PupAdwareConfidence.csv
PupAdwareConfidence,1,LOW_CONF,crowdstrike_PupAdwareConfidence.csv
PupAdwareConfidence,2,MEDIUM_CONF,crowdstrike_PupAdwareConfidence.csv
PupAdwareConfidence,3,HIGH_CONF,crowdstrike_PupAdwareConfidence.csv
PupAdwareConfidence,4,LOWEST_CONF,crowdstrike_PupAdwareConfidence.csv
QuarantinedFileState,0,QUARANTINE_STATE_UNKNOWN,crowdstrike_QuarantinedFileState.csv
QuarantinedFileState,1,QUARANTINE_STATE_QUARANTINED,crowdstrike_QuarantinedFileState.csv
QuarantinedFileState,2,QUARANTINE_STATE_RELEASED,crowdstrike_QuarantinedFileState.csv
QuarantinedFileState,3,QUARANTINE_STATE_DELETED,crowdstrike_QuarantinedFileState.csv
QuarantinedFileState,4,QUARANTINE_STATE_ERROR,crowdstrike_QuarantinedFileState.csv
QuarantinedFileState,5,QUARANTINE_STATE_UNWHITELISTED,crowdstrike_QuarantinedFileState.csv
QuarantinedFileState,6,QUARANTINE_STATE_PURGED,crowdstrike_QuarantinedFileState.csv
QueryStatus,0,NoError,crowdstrike_QueryStatus.csv
QueryStatus,1,FormErr,crowdstrike_QueryStatus.csv
QueryStatus,2,ServFail,crowdstrike_QueryStatus.csv
QueryStatus,3,NXDomain,crowdstrike_QueryStatus.csv
QueryStatus,4,NotImp,crowdstrike_QueryStatus.csv
QueryStatus,5,Refused,crowdstrike_QueryStatus.csv
QueryStatus,6,YXDomain,crowdstrike_QueryStatus.csv
QueryStatus,7,YXRRSet,crowdstrike_QueryStatus.csv
QueryStatus,8,NXRRSet,crowdstrike_QueryStatus.csv
QueryStatus,9,NotAuth,crowdstrike_QueryStatus.csv
QueryStatus,10,NotZone,crowdstrike_QueryStatus.csv
QueryStatus,11,DSOTYPENI,crowdstrike_QueryStatus.csv
QueryStatus,16,BADSIG,crowdstrike_QueryStatus.csv
QueryStatus,17,BADKEY,crowdstrike_QueryStatus.csv
QueryStatus,18,BADTIME,crowdstrike_QueryStatus.csv
QueryStatus,19,BADMODE,crowdstrike_QueryStatus.csv
QueryStatus,20,BADNAME,crowdstrike_QueryStatus.csv
QueryStatus,21,BADALG,crowdstrike_QueryStatus.csv
QueryStatus,22,BADTRUNC,crowdstrike_QueryStatus.csv
QueryStatus,23,BADCOOKIE,crowdstrike_QueryStatus.csv
QueryStatus,9003,DNS_ERROR_RCODE_NAME_ERROR,crowdstrike_QueryStatus.csv
QueryStatus,9701,DNS_ERROR_RECORD_DOES_NOT_EXIST,crowdstrike_QueryStatus.csv
QueryStatus,65535,Reserved,crowdstrike_QueryStatus.csv
QueryStatus,4278190081,CS_ERROR_SINGLE_RESPONSE_EXPECTING_DUAL,crowdstrike_QueryStatus.csv
QueryStatus,4278190082,CS_ERROR_DUAL_RECORDS,crowdstrike_QueryStatus.csv
RFMState,0,REDUCED_FUNCTIONALITY_MODE_FALSE,crowdstrike_RFMState.csv
RFMState,1,REDUCED_FUNCTIONALITY_MODE_TRUE,crowdstrike_RFMState.csv
ReasonOfFunctionalityLevel,0,REASON_ERROR,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,1,REASON_ROLLBACK,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,2,REASON_ERROR_ACQUIRE_INTERFACES,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,3,REASON_SKIPPED_ACQUIRING_INTERFACES,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,513,REASON_FEATURE_CONTROL_NOT_EXIST,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,514,REASON_CHIPSET_TABLE_NOT_EXIST,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,515,REASON_MANUAL_DISABLED,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,516,REASON_TAG_DISABLE,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,517,REASON_SAFE_MODE,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,769,REASON_TAG_ENABLE,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,770,REASON_MANUAL_ENABLE,crowdstrike_ReasonOfFunctionalityLevel.csv
ReasonOfFunctionalityLevel,1024,REASON_LOWER_FUNCTIONALITY_LEVEL_NOT_APPLIED,crowdstrike_ReasonOfFunctionalityLevel.csv
RegClassification,0,UNKNOWN,crowdstrike_RegClassification.csv
RegClassification,1,SYSTEM_STARTUP_AUTORUN,crowdstrike_RegClassification.csv
RegClassification,2,SYSTEM_SHUTDOWN_AUTORUN,crowdstrike_RegClassification.csv
RegClassification,3,USER_LOGON_AUTORUN,crowdstrike_RegClassification.csv
RegClassification,4,USER_LOGOFF_AUTORUN,crowdstrike_RegClassification.csv
RegClassification,5,APP_START_AUTORUN,crowdstrike_RegClassification.csv
RegClassification,6,APP_EXTENSION,crowdstrike_RegClassification.csv
RegClassification,7,SERVICE,crowdstrike_RegClassification.csv
RegClassification,8,AUTHENTICATION,crowdstrike_RegClassification.csv
RegClassification,9,CORE_PROCESSES,crowdstrike_RegClassification.csv
RegClassification,10,CUSTOM_PROCESSES,crowdstrike_RegClassification.csv
RegClassification,11,CORE_SERVICES,crowdstrike_RegClassification.csv
RegClassification,12,CORE_SERVICE_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,13,SERVER_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,14,NETWORK_SERVICE_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,15,LANG_SERVICE_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,16,MULTIMEDIA_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,17,SHELL_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,18,IE_COM_PLUGINS,crowdstrike_RegClassification.csv
RegClassification,19,COM_REGISTRATION,crowdstrike_RegClassification.csv
RegClassification,20,PRINTERS,crowdstrike_RegClassification.csv
RegClassification,21,TERMINAL_SERVER,crowdstrike_RegClassification.csv
RegClassification,22,GRAPHICS_CORE,crowdstrike_RegClassification.csv
RegClassification,23,SYSTEM_CONFIG,crowdstrike_RegClassification.csv
RegClassification,100,ASEP_CLASS_MARGIN,crowdstrike_RegClassification.csv
RegClassification,101,CROWDSTRIKE_DATA,crowdstrike_RegClassification.csv
RegClassification,102,CROWDSTRIKE_FIREWALL_RULE,crowdstrike_RegClassification.csv
RegClassification,103,TAMPER_RELATED_OS_KEY,crowdstrike_RegClassification.csv
RegClassification,105,CROWDSTRIKE_CLASS_MARGIN,crowdstrike_RegClassification.csv
RegClassification,106,SECURITY_CONFIG,crowdstrike_RegClassification.csv
RegClassification,107,FIREWALL,crowdstrike_RegClassification.csv
RegClassification,108,BOOT_CONFIGURATION_DATA,crowdstrike_RegClassification.csv
RegClassification,109,THIRD_PARTY_AV_VENDOR,crowdstrike_RegClassification.csv
RegClassification,110,AUTHENTICATION_POLICY,crowdstrike_RegClassification.csv
RegClassification,111,PRODAPP_SECURITY,crowdstrike_RegClassification.csv
RegClassification,112,PRODAPP_CONFIG_SECURITY,crowdstrike_RegClassification.csv
RegClassification,113,KERNEL_SERVICE_CONFIG,crowdstrike_RegClassification.csv
RegClassification,150,SYSTEM_CONFIG_CLASS_MARGIN,crowdstrike_RegClassification.csv
RegClassification,151,GENERIC_SUSPICIOUS,crowdstrike_RegClassification.csv
RegClassification,154,GENERIC_SUSPICIOUS_CLASS_MARGIN,crowdstrike_RegClassification.csv
RegConfigClass,0,BOOT_CONFIGURATION_DATA,crowdstrike_RegConfigClass.csv
RegConfigClass,1,CROWDSTRIKE_KEY,crowdstrike_RegConfigClass.csv
RegConfigValueType,0,UNKNOWN,crowdstrike_RegConfigValueType.csv
RegCreateDisposition,1,REG_CREATED_NEW_KEY,crowdstrike_RegCreateDisposition.csv
RegCreateDisposition,2,REG_OPENED_EXISTING_KEY,crowdstrike_RegCreateDisposition.csv
RegOperationType,1,REG_SET_VALUE_KEY,crowdstrike_RegOperationType.csv
RegOperationType,2,REG_DELETE_VALUE_KEY,crowdstrike_RegOperationType.csv
RegOperationType,3,REG_CREATE_KEY,crowdstrike_RegOperationType.csv
RegOperationType,4,REG_DELETE_KEY,crowdstrike_RegOperationType.csv
RegOperationType,5,REG_SET_KEY_SECURITY,crowdstrike_RegOperationType.csv
RegOperationType,6,REG_LOAD_KEY,crowdstrike_RegOperationType.csv
RegOperationType,7,REG_RENAME_KEY,crowdstrike_RegOperationType.csv
RegOperationType,8,REG_OPEN_KEY,crowdstrike_RegOperationType.csv
RegOperationType,9,REG_QUERY_NAME_KEY,crowdstrike_RegOperationType.csv
RegOperationType,101,REG_SET_VALUE_KEY_ANTI_TAMPER,crowdstrike_RegOperationType.csv
RegOperationType,102,REG_DELETE_VALUE_KEY_ANTI_TAMPER,crowdstrike_RegOperationType.csv
RegTamperType,0,GENERAL,crowdstrike_RegTamperType.csv
RegTamperType,1,NETWORK_CONFIG,crowdstrike_RegTamperType.csv
RegTamperType,2,SERVICE,crowdstrike_RegTamperType.csv
RegType,0,REG_NONE,crowdstrike_RegType.csv
RegType,1,REG_SZ,crowdstrike_RegType.csv
RegType,2,REG_EXPAND_SZ,crowdstrike_RegType.csv
RegType,3,REG_BINARY,crowdstrike_RegType.csv
RegType,4,REG_DWORD,crowdstrike_RegType.csv
RegType,5,REG_DWORD_BIG_ENDIAN,crowdstrike_RegType.csv
RegType,6,REG_LINK,crowdstrike_RegType.csv
RegType,7,REG_MULTI_SZ,crowdstrike_RegType.csv
RegType,8,REG_RESOURCE_LIST,crowdstrike_RegType.csv
RegType,9,REG_FULL_RESOURCE_DESCRIPTOR,crowdstrike_RegType.csv
RegType,10,REG_RESOURCE_REQUIREMENTS_LIST,crowdstrike_RegType.csv
RegType,11,REG_QWORD,crowdstrike_RegType.csv
RequestType,0,Reserved,crowdstrike_RequestType.csv
RequestType,1,A,crowdstrike_RequestType.csv
RequestType,2,NS,crowdstrike_RequestType.csv
RequestType,3,MD,crowdstrike_RequestType.csv
RequestType,4,MF,crowdstrike_RequestType.csv
RequestType,5,CNAME,crowdstrike_RequestType.csv
RequestType,6,SOA,crowdstrike_RequestType.csv
RequestType,7,MB,crowdstrike_RequestType.csv
RequestType,8,MG,crowdstrike_RequestType.csv
RequestType,9,MR,crowdstrike_RequestType.csv
RequestType,10,NULL,crowdstrike_RequestType.csv
RequestType,11,WKS,crowdstrike_RequestType.csv
RequestType,12,PTR,crowdstrike_RequestType.csv
RequestType,13,HINFO,crowdstrike_RequestType.csv
RequestType,14,MINFO,crowdstrike_RequestType.csv
RequestType,15,MX,crowdstrike_RequestType.csv
RequestType,16,TXT,crowdstrike_RequestType.csv
RequestType,17,RP,crowdstrike_RequestType.csv
RequestType,18,AFSDB,crowdstrike_RequestType.csv
RequestType,19,X25,crowdstrike_RequestType.csv
RequestType,20,ISDN,crowdstrike_RequestType.csv
RequestType,21,RT,crowdstrike_RequestType.csv
RequestType,22,NSAP,crowdstrike_RequestType.csv
RequestType,23,NSAP-PTR,crowdstrike_RequestType.csv
RequestType,24,SIG,crowdstrike_RequestType.csv
RequestType,25,KEY,crowdstrike_RequestType.csv
RequestType,26,PX,crowdstrike_RequestType.csv
RequestType,27,GPOS,crowdstrike_RequestType.csv
RequestType,28,AAAA,crowdstrike_RequestType.csv
RequestType,29,LOC,crowdstrike_RequestType.csv
RequestType,30,NXT,crowdstrike_RequestType.csv
RequestType,31,EID,crowdstrike_RequestType.csv
RequestType,32,NIMLOC,crowdstrike_RequestType.csv
RequestType,33,SRV,crowdstrike_RequestType.csv
RequestType,34,ATMA,crowdstrike_RequestType.csv
RequestType,35,NAPTR,crowdstrike_RequestType.csv
RequestType,36,KX,crowdstrike_RequestType.csv
RequestType,37,CERT,crowdstrike_RequestType.csv
RequestType,38,A6,crowdstrike_RequestType.csv
RequestType,39,DNAME,crowdstrike_RequestType.csv
RequestType,40,SINK,crowdstrike_RequestType.csv
RequestType,41,OPT,crowdstrike_RequestType.csv
RequestType,42,APL,crowdstrike_RequestType.csv
RequestType,43,DS,crowdstrike_RequestType.csv
RequestType,44,SSHFP,crowdstrike_RequestType.csv
RequestType,45,IPSECKEY,crowdstrike_RequestType.csv
RequestType,46,RRSIG,crowdstrike_RequestType.csv
RequestType,47,NSEC,crowdstrike_RequestType.csv
RequestType,48,DNSKEY,crowdstrike_RequestType.csv
RequestType,49,DHCID,crowdstrike_RequestType.csv
RequestType,50,NSEC3,crowdstrike_RequestType.csv
RequestType,51,NSEC3PARAM,crowdstrike_RequestType.csv
RequestType,52,TLSA,crowdstrike_RequestType.csv
RequestType,53,SMIMEA,crowdstrike_RequestType.csv
RequestType,55,HIP,crowdstrike_RequestType.csv
RequestType,56,NINFO,crowdstrike_RequestType.csv
RequestType,57,RKEY,crowdstrike_RequestType.csv
RequestType,58,TALINK,crowdstrike_RequestType.csv
RequestType,59,CDS,crowdstrike_RequestType.csv
RequestType,60,CDNSKEY,crowdstrike_RequestType.csv
RequestType,61,OPENPGPKEY,crowdstrike_RequestType.csv
RequestType,62,CSYNC,crowdstrike_RequestType.csv
RequestType,63,ZONEMD,crowdstrike_RequestType.csv
RequestType,64,SVCB,crowdstrike_RequestType.csv
RequestType,65,HTTPS,crowdstrike_RequestType.csv
RequestType,99,SPF,crowdstrike_RequestType.csv
RequestType,100,UINFO,crowdstrike_RequestType.csv
RequestType,101,UID,crowdstrike_RequestType.csv
RequestType,102,GID,crowdstrike_RequestType.csv
RequestType,103,UNSPEC,crowdstrike_RequestType.csv
RequestType,104,NID,crowdstrike_RequestType.csv
RequestType,105,L32,crowdstrike_RequestType.csv
RequestType,106,L64,crowdstrike_RequestType.csv
RequestType,107,LP,crowdstrike_RequestType.csv
RequestType,108,EUI48,crowdstrike_RequestType.csv
RequestType,109,EUI64,crowdstrike_RequestType.csv
RequestType,249,TKEY,crowdstrike_RequestType.csv
RequestType,250,TSIG,crowdstrike_RequestType.csv
RequestType,251,IXFR,crowdstrike_RequestType.csv
RequestType,252,AXFR,crowdstrike_RequestType.csv
RequestType,253,MAILB,crowdstrike_RequestType.csv
RequestType,254,MAILA,crowdstrike_RequestType.csv
RequestType,255,*,crowdstrike_RequestType.csv
RequestType,256,URI,crowdstrike_RequestType.csv
RequestType,257,CAA,crowdstrike_RequestType.csv
RequestType,258,AVC,crowdstrike_RequestType.csv
RequestType,259,DOA,crowdstrike_RequestType.csv
RequestType,260,AMTRELAY,crowdstrike_RequestType.csv
RequestType,32768,TA,crowdstrike_RequestType.csv
RequestType,32769,DLV,crowdstrike_RequestType.csv
RequestType,65535,Reserved,crowdstrike_RequestType.csv
RuleAction,0,RULE_ACTION_INVALID,crowdstrike_RuleAction.csv
RuleAction,1,RULE_ACTION_ALLOW,crowdstrike_RuleAction.csv
RuleAction,2,RULE_ACTION_DENY,crowdstrike_RuleAction.csv
SEHValidationFailureFlags,0,VALID,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,1,TEB_PROBE_FAIL,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,2,NULL_RECORD,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,4,RECORD_NOT_ON_STACK,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,8,HANDLER_NULL,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,16,HANDLER_QUERY_FAIL,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,32,HANDLER_RWX,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,64,HANDLER_NX,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,128,RECORD_ORDER,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,256,UNREASONABLE_RECURSION,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,512,TERMINATES,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,1024,HANDLER_NOT_IN_IMAGE,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,2048,RECORD_PROBE_FAIL,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,4096,LAST_HANDLER_OUTSIDE_NTDLL,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,8192,IMPROPER_STACK,crowdstrike_SEHValidationFailureFlags.csv
SEHValidationFailureFlags,2147483648,INVALID,crowdstrike_SEHValidationFailureFlags.csv
SELinuxEnforcementPolicy,0,ENFORCED,crowdstrike_SELinuxEnforcementPolicy.csv
SELinuxEnforcementPolicy,1,PERMISSIVE,crowdstrike_SELinuxEnforcementPolicy.csv
SELinuxEnforcementPolicy,2,DISABLED,crowdstrike_SELinuxEnforcementPolicy.csv
SELinuxEnforcementPolicy,3,UNKNOWN,crowdstrike_SELinuxEnforcementPolicy.csv
SHA256HashData,39328314281799439668232089789546237790403030920341874829807915670489544399352,STATIC_SHA256_DOPPELGANGING,crowdstrike_SHA256HashData.csv
SafetyNetFailureType,1,DISABLED,crowdstrike_SafetyNetFailureType.csv
SafetyNetFailureType,2,INVALID_RESPONSE,crowdstrike_SafetyNetFailureType.csv
ScreenshotType,1,BLIT_OPERATION,crowdstrike_ScreenshotType.csv
ScreenshotType,2,SNAPSHOT_OPERATION,crowdstrike_ScreenshotType.csv
ScriptContentSource,0,INCONCLUSIVE,crowdstrike_ScriptContentSource.csv
ScriptContentSource,1,FILE,crowdstrike_ScriptContentSource.csv
ScriptContentSource,2,COMMAND,crowdstrike_ScriptContentSource.csv
ScriptContentSource,3,ENCODEDCOMMAND,crowdstrike_ScriptContentSource.csv
ScriptContentSource,4,STDIN,crowdstrike_ScriptContentSource.csv
ScriptContentSource,5,DYNAMIC,crowdstrike_ScriptContentSource.csv
ScriptContentSource,6,INTERACTIVE,crowdstrike_ScriptContentSource.csv
ScriptControlErrorCode,0,SC_MIN,crowdstrike_ScriptControlErrorCode.csv
ScriptControlErrorCode,1,SC_HOOK_CREATION_FAILED,crowdstrike_ScriptControlErrorCode.csv
ScriptControlErrorCode,2,SC_LOAD_CALLBACK_FAILED,crowdstrike_ScriptControlErrorCode.csv
ScriptControlErrorCode,3,SC_DELAYED_LOAD_MANAGED_DLL_FAILED,crowdstrike_ScriptControlErrorCode.csv
ScriptControlErrorCode,4,SC_MANAGED_DLL_ON_ASSEMBLY_LOAD_FAILED,crowdstrike_ScriptControlErrorCode.csv
ScriptControlErrorCode,5,SC_MANAGED_DLL_CONSOLE_HOST_INITIALIZE_FAILED,crowdstrike_ScriptControlErrorCode.csv
ScriptControlErrorCode,6,SC_MAX,crowdstrike_ScriptControlErrorCode.csv
ScriptingLanguageId,1,UNKNOWN,crowdstrike_ScriptingLanguageId.csv
ScriptingLanguageId,2,POWERSHELL,crowdstrike_ScriptingLanguageId.csv
ScriptingLanguageId,3,VBA,crowdstrike_ScriptingLanguageId.csv
ScriptingLanguageId,4,VBSCRIPT,crowdstrike_ScriptingLanguageId.csv
ScriptingLanguageId,5,JSCRIPT,crowdstrike_ScriptingLanguageId.csv
ScriptingLanguageId,6,DOTNET,crowdstrike_ScriptingLanguageId.csv
ServiceErrorControl,0,SERVICE_ERROR_IGNORE,crowdstrike_ServiceErrorControl.csv
ServiceErrorControl,1,SERVICE_ERROR_NORMAL,crowdstrike_ServiceErrorControl.csv
ServiceErrorControl,2,SERVICE_ERROR_SEVERE,crowdstrike_ServiceErrorControl.csv
ServiceErrorControl,3,SERVICE_ERROR_CRITICAL,crowdstrike_ServiceErrorControl.csv
ServiceServiceSidType,0,SERVICE_SID_TYPE_NONE,crowdstrike_ServiceServiceSidType.csv
ServiceServiceSidType,1,SERVICE_SID_TYPE_UNRESTRICTED,crowdstrike_ServiceServiceSidType.csv
ServiceServiceSidType,3,SERVICE_TYPE_RESTRICTED,crowdstrike_ServiceServiceSidType.csv
ServiceStart,0,SERVICE_BOOT_START,crowdstrike_ServiceStart.csv
ServiceStart,1,SERVICE_SYSTEM_START,crowdstrike_ServiceStart.csv
ServiceStart,2,SERVICE_AUTO_START,crowdstrike_ServiceStart.csv
ServiceStart,3,SERVICE_DEMAND_START,crowdstrike_ServiceStart.csv
ServiceStart,4,SERVICE_DISABLED,crowdstrike_ServiceStart.csv
ServiceType,1,SERVICE_KERNEL_DRIVER,crowdstrike_ServiceType.csv
ServiceType,2,SERVICE_FILE_SYSTEM_DRIVER,crowdstrike_ServiceType.csv
ServiceType,4,SERVICE_ADAPTER,crowdstrike_ServiceType.csv
ServiceType,8,SERVICE_RECOGNIZER_DRIVER,crowdstrike_ServiceType.csv
ServiceType,16,SERVICE_WIN32_OWN_PROCESS,crowdstrike_ServiceType.csv
ServiceType,32,SERVICE_WIN32_SHARE_PROCESS,crowdstrike_ServiceType.csv
ServiceType,256,SERVICE_INTERACTIVE_PROCESS,crowdstrike_ServiceType.csv
ShowWindowFlags,0,SW_HIDE,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,1,SW_SHOWNORMAL,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,2,SW_SHOWMINIMIZED,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,3,SW_MAXIMIZE,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,4,SW_SHOWNOACTIVATE,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,5,SW_SHOW,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,6,SW_MINIMIZE,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,7,SW_SHOWMINNOACTIVE,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,8,SW_SHOWNA,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,9,SW_RESTORE,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,10,SW_SHOWDEFAULT,crowdstrike_ShowWindowFlags.csv
ShowWindowFlags,11,SW_FORCEMINIMIZE,crowdstrike_ShowWindowFlags.csv
SignatureErrorState,0,NONE,crowdstrike_SignatureErrorState.csv
SignatureErrorState,1,MINCRYPT_POLICY_NO_SIGNATURE,crowdstrike_SignatureErrorState.csv
SignatureErrorState,2,MINCRYPT_POLICY_BAD_CHAIN,crowdstrike_SignatureErrorState.csv
SignatureErrorState,4,MINCRYPT_POLICY_BAD_SIGNATURE,crowdstrike_SignatureErrorState.csv
SignatureErrorState,8,MINCRYPT_POLICY_NO_CODE_EKU,crowdstrike_SignatureErrorState.csv
SignatureErrorState,16,MINCRYPT_POLICY_NO_PAGE_HASHES,crowdstrike_SignatureErrorState.csv
SignatureErrorState,32,MINCRYPT_POLICY_CERT_REVOKED,crowdstrike_SignatureErrorState.csv
SignatureErrorState,64,MINCRYPT_POLICY_CERT_EXPIRED,crowdstrike_SignatureErrorState.csv
SignatureErrorState,4096,MINCRYPT_POLICY_UNKNOWN_ERROR,crowdstrike_SignatureErrorState.csv
StackHashVersion,0,INITIAL_VERSION,crowdstrike_StackHashVersion.csv
StandbyBucket,5,STANDBY_BUCKET_EXEMPTED,crowdstrike_StandbyBucket.csv
StandbyBucket,10,STANDBY_BUCKET_ACTIVE,crowdstrike_StandbyBucket.csv
StandbyBucket,20,STANDBY_BUCKET_WORKING_SET,crowdstrike_StandbyBucket.csv
StandbyBucket,30,STANDBY_BUCKET_FREQUENT,crowdstrike_StandbyBucket.csv
StandbyBucket,40,STANDBY_BUCKET_RARE,crowdstrike_StandbyBucket.csv
StandbyBucket,50,STANDBY_BUCKET_NEVER,crowdstrike_StandbyBucket.csv
Status,0,STATUS_SUCCESS,crowdstrike_Status.csv
Status,258,STATUS_TIMEOUT,crowdstrike_Status.csv
Status,259,STATUS_PENDING,crowdstrike_Status.csv
Status,290,STATUS_NOTHING_TO_TERMINATE,crowdstrike_Status.csv
Status,538181633,STATUS_COMPONENT_ENABLED,crowdstrike_Status.csv
Status,1611530273,STATUS_MASK_ADJUSTED,crowdstrike_Status.csv
Status,1611726866,STATUS_DEP_DISABLED_APPCOMPAT,crowdstrike_Status.csv
Status,1611792386,STATUS_NO_EXISTING_CREDENTIALS,crowdstrike_Status.csv
Status,1611923478,STATUS_COMPONENT_STOPPED,crowdstrike_Status.csv
Status,1612251168,STATUS_HTTP_VISIBILITY_ENABLED,crowdstrike_Status.csv
Status,1612251176,STATUS_SMTP_VISIBILITY_ENABLED,crowdstrike_Status.csv
Status,1612447779,STATUS_PREVENTION_NOT_NEEDED,crowdstrike_Status.csv
Status,1612578852,STATUS_ALREADY_BLOCKED,crowdstrike_Status.csv
Status,2147483649,STATUS_GUARD_PAGE_VIOLATION,crowdstrike_Status.csv
Status,3221225473,STATUS_UNSUCCESSFUL,crowdstrike_Status.csv
Status,3221225485,STATUS_INVALID_PARAMETER,crowdstrike_Status.csv
