field,value,meaning,lookup_file
HookedPointerType,54,NDIS5OPENBLOCKTRANSFERDATACOMPLETEHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,55,NDIS5OPENBLOCKRECEIVENETBUFFERLISTSHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,56,NDIS6OPENBLOCKPROTOCOLSENDNETBUFFERLISTSCOMPLETEHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,57,NDIS6OPENBLOCKPROTOCOLRECEIVENETBUFFERLISTSHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,58,NDIS5MINIPORTBLOCKSENDPACKETSHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,59,NDIS6PROTOCOLBLOCKRECEIVENETBUFFERLISTSHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,60,NDIS6PROTOCOLBLOCKSENDNETBUFFERLISTSCOMPLETEHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,61,NDIS6FILTERBLOCKNEXTSENDNETBUFFERLISTSCOMPLETEHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,62,NDIS6FILTERBLOCKRETURNNETBUFFERLISTSHANDLER,crowdstrike_HookedPointerType.csv
HookedPointerType,63,NDIS6FILTERBLOCKFILTERSENDNETBUFFERLISTSHANDLER,crowdstrike_HookedPointerType.csv
HostProcessType,0,OTHERS,crowdstrike_HostProcessType.csv
HostProcessType,1,POWERSHELL,crowdstrike_HostProcessType.csv
HostProcessType,2,POWERSHELL_ISE,crowdstrike_HostProcessType.csv
HostProcessType,3,WSCRIPT,crowdstrike_HostProcessType.csv
HostProcessType,4,CSCRIPT,crowdstrike_HostProcessType.csv
HostProcessType,5,OFFICEEXE,crowdstrike_HostProcessType.csv
HttpInternalSource,0,HTTP_INVALID_SOURCE,crowdstrike_HttpInternalSource.csv
HttpInternalSource,1,HTTP_WFP_NETWORK_EVENT_SOURCE,crowdstrike_HttpInternalSource.csv
HttpInternalSource,2,HTTP_ETW_WININET_SOURCE,crowdstrike_HttpInternalSource.csv
HttpInternalSource,3,HTTP_ETW_WININET_CAPTURE_SOURCE,crowdstrike_HttpInternalSource.csv
HttpMethod,0,HTTP_METHOD_UNKNOWN,crowdstrike_HttpMethod.csv
HttpMethod,1,HTTP_METHOD_GET,crowdstrike_HttpMethod.csv
HttpMethod,2,HTTP_METHOD_HEAD,crowdstrike_HttpMethod.csv
HttpMethod,3,HTTP_METHOD_POST,crowdstrike_HttpMethod.csv
HttpMethod,4,HTTP_METHOD_PUT,crowdstrike_HttpMethod.csv
HttpMethod,5,HTTP_METHOD_DELETE,crowdstrike_HttpMethod.csv
HttpMethod,6,HTTP_METHOD_OPTIONS,crowdstrike_HttpMethod.csv
HttpMethod,7,HTTP_METHOD_CONNECT,crowdstrike_HttpMethod.csv
HttpMethod,8,HTTP_METHOD_TRACE,crowdstrike_HttpMethod.csv
HttpMethod,9,HTTP_METHOD_PATCH,crowdstrike_HttpMethod.csv
HttpVisibilityState,0,HTTP_INITIAL,crowdstrike_HttpVisibilityState.csv
HttpVisibilityState,1,HTTP_STOPPED,crowdstrike_HttpVisibilityState.csv
HttpVisibilityState,2,HTTP_STARTED,crowdstrike_HttpVisibilityState.csv
HttpVisibilityState,3,HTTP_ERROR_START,crowdstrike_HttpVisibilityState.csv
HttpVisibilityState,4,HTTP_ERROR_STOP,crowdstrike_HttpVisibilityState.csv
HttpVisibilityState,5,HTTP_UNKNOWN,crowdstrike_HttpVisibilityState.csv
HttpVisibilityStatusReason,1,REASON_ENABLED,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,2,REASON_DISABLED,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,3,REASON_ERROR_COULD_NOT_START,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,4,REASON_ERROR_COULD_NOT_START_STOP,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,5,REASON_ERROR_DISABLED,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,6,REASON_ERROR_COULD_NOT_STOP,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,7,REASON_BAD_DATA,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,8,REASON_BAD_HEADER_END,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,9,REASON_BAD_HEADER_CODE,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,10,REASON_BAD_INDICATED_LENGTH,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,11,REASON_BAD_REQUIRED_LENGTH,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,12,REASON_BAD_BUFFER_LIMIT,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,13,REASON_BAD_CAPTURE,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,14,REASON_ERROR_THROW,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,15,REASON_ERROR_QUEUE,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,16,REASON_PERIODIC,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,17,REASON_MISSING_PROCESS,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,18,REASON_BAD_HEADER_URL,crowdstrike_HttpVisibilityStatusReason.csv
HttpVisibilityStatusReason,19,REASON_BAD_HEADER_UNICODE,crowdstrike_HttpVisibilityStatusReason.csv
ImageSubsystem,0,IMAGE_SUBSYSTEM_UNKNOWN,crowdstrike_ImageSubsystem.csv
ImageSubsystem,1,IMAGE_SUBSYSTEM_NATIVE,crowdstrike_ImageSubsystem.csv
ImageSubsystem,2,IMAGE_SUBSYSTEM_WINDOWS_GUI,crowdstrike_ImageSubsystem.csv
ImageSubsystem,3,IMAGE_SUBSYSTEM_WINDOWS_CUI,crowdstrike_ImageSubsystem.csv
ImageSubsystem,7,IMAGE_SUBSYSTEM_POSIX_CUI,crowdstrike_ImageSubsystem.csv
ImageSubsystem,256,IMAGE_SUBSYSTEM_WSL,crowdstrike_ImageSubsystem.csv
ImpersonationLevel,0,ANONYMOUS,crowdstrike_ImpersonationLevel.csv
ImpersonationLevel,1,IDENTIFICATION,crowdstrike_ImpersonationLevel.csv
ImpersonationLevel,2,IMPERSONATION,crowdstrike_ImpersonationLevel.csv
ImpersonationLevel,3,DELEGATION,crowdstrike_ImpersonationLevel.csv
InjectedThreadFlag,0,NONE,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,1,PREV_MODE_KERNEL,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,2,START_ADDRESS_IN_NAMED_PE,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,4,START_ADDRESS_IN_SYS_RANGE,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,8,SYSTEM_THREAD,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,16,SOURCE_PROCESS_IS_SYSTEM,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,32,TARGET_ANALYSIS_FAILED,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,64,CONTEXT_ANALYSIS_FAILED,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,128,START_ADDRESS_IN_NTDLL,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,256,START_ADDRESS_IN_WIN_DLL,crowdstrike_InjectedThreadFlag.csv
InjectedThreadFlag,512,START_ADDRESS_PRIVATE_MEM,crowdstrike_InjectedThreadFlag.csv
InstanceMetadataProvider,1,AWS_EC2,crowdstrike_InstanceMetadataProvider.csv
InstanceMetadataProvider,2,AZURE,crowdstrike_InstanceMetadataProvider.csv
InstanceMetadataProvider,3,GCP,crowdstrike_InstanceMetadataProvider.csv
IntegrityLevel,0,UNTRUSTED,crowdstrike_IntegrityLevel.csv
IntegrityLevel,4096,LOW,crowdstrike_IntegrityLevel.csv
IntegrityLevel,8192,MEDIUM,crowdstrike_IntegrityLevel.csv
IntegrityLevel,8448,MEDIUM_PLUS,crowdstrike_IntegrityLevel.csv
IntegrityLevel,12288,HIGH,crowdstrike_IntegrityLevel.csv
IntegrityLevel,16384,SYSTEM,crowdstrike_IntegrityLevel.csv
IntegrityLevel,20480,PROTECTED,crowdstrike_IntegrityLevel.csv
InterfaceGuid,2412069341428182633207713507271774211,WINREG,crowdstrike_InterfaceGuid.csv
InterfaceGuid,73841726827644574320132068595241126674,BITSJOB,crowdstrike_InterfaceGuid.csv
InterfaceGuid,82508809336647230654648091337707475455,VSSSOFTWARESNAPSHOTPROVIDER,crowdstrike_InterfaceGuid.csv
InterfaceGuid,97500048380073784365750892119335238924,ITASKSCHEDULERSERVICE,crowdstrike_InterfaceGuid.csv
InterfaceGuid,121367533005861681461576054847531180172,VSSPROVCREATESNAPSHOTSET,crowdstrike_InterfaceGuid.csv
InterfaceGuid,159960145448404702327966120361641609644,SAMR,crowdstrike_InterfaceGuid.csv
InterfaceGuid,172443849722322458118105166679598174211,SVCCTL,crowdstrike_InterfaceGuid.csv
InterfaceGuid,204515944799677958888377619406178631879,IWBEMSERVICES,crowdstrike_InterfaceGuid.csv
InterfaceGuid,266744886918508568919187450154098661104,SSPIRPRC,crowdstrike_InterfaceGuid.csv
InterfaceGuid,292758075101678573331253975571375072234,EVENTSVCLEGACY,crowdstrike_InterfaceGuid.csv
InterfaceGuid,301991270698496353333203549261415115356,IUSERPROFILE,crowdstrike_InterfaceGuid.csv
InterfaceGuid,329231840064844765340085534139467969404,EVENTSVC,crowdstrike_InterfaceGuid.csv
IoControlCode,3670095,IOCTL_ICA_CONNECT_ACCEPT,crowdstrike_IoControlCode.csv
IoControlCode,3736576,IOCTL_CNG_CVE_2020_17087,crowdstrike_IoControlCode.csv
LfoUploadCloudStatus,0,LFO_SUCCESS,crowdstrike_LfoUploadCloudStatus.csv
LfoUploadExtendedStatus,0,LFO_SUCCESS,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,1,LFO_WAIT_RECEIVE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,2,LFO_RECEIVE_TIMEOUT,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,16,LFO_NEW_CONNECT_SOCKET_CREATE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,17,LFO_NEW_CONNECT_INIT_CONNECT_MSG_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,18,LFO_NEW_CONNECT_ENDPOINT_CREATE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,19,LFO_NEW_CONNECT_GET_ENDPOINT_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,20,LFO_NEW_CONNECT_CONNECT_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,21,LFO_NEW_CONNECT_SEND_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,22,LFO_NEW_CONNECT_RECEIVE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,23,LFO_NEW_CONNECT_RECEIVE_TIMEOUT,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,24,LFO_NEW_CONNECT_RESPONSE_SIZE_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,25,LFO_NEW_CONNECT_RESPONSE_MAGIC_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,32,LFO_RECEIVE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,33,LFO_RECEIVE_DATA_SIZE_TOO_SMALL,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,34,LFO_RECEIVE_DATA_SIZE_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,35,LFO_RECEIVE_MAGIC_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,36,LFO_RECEIVE_VERSION_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,37,LFO_RECEIVE_STREAM_ID_UNKNOWN,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,38,LFO_RECEIVE_ITEM_STATE_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,39,LFO_RECEIVE_PAYLOAD_REASON_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,40,LFO_RECEIVE_UPLOAD_FLAGS_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,41,LFO_RECEIVE_PARTIAL_MESSAGE,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,42,LFO_RECEIVE_TERMINATION,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,48,LFO_REQUEST_STATE_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,49,LFO_TOO_MANY_RETRIES,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,50,LFO_UNIMPLEMENTED,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,51,LFO_FILE_PATH_EXCLUDED,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,52,LFO_FILE_ALREADY_UPLOADED,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,64,LFO_PUT_REQUEST_FILE_OPEN_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,65,LFO_PUT_REQUEST_HASH_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,66,LFO_PUT_REQUEST_FILE_SIZE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,67,LFO_PUT_REQUEST_FILE_SIZE_TOO_LARGE,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,68,LFO_PUT_REQUEST_FILE_NAME_TOO_LONG,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,69,LFO_PUT_REQUEST_MESSAGE_ALLOC_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,70,LFO_PUT_REQUEST_UTF8_ENCODE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,71,LFO_PUT_REQUEST_SOCKET_SEND_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,72,LFO_PUT_REQUEST_GET_QUARANTINED_FILES_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,73,LFO_PUT_REQUEST_COULD_NOT_FIND_QUARANTINED_FILE,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,74,LFO_PUT_REQUEST_FILE_OPEN_QUARANTINE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,75,LFO_PUT_REQUEST_QUARANTINE_DECODE_METADATA_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,76,LFO_PUT_REQUEST_QUARANTINE_FILE_NOT_FOUND_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,77,LFO_PUT_REQUEST_QUARANTINE_FILE_STRING_DUPLICATE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,80,LFO_PUT_PAYLOAD_FILE_OPEN_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,81,LFO_PUT_PAYLOAD_FILE_SIZE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,82,LFO_PUT_PAYLOAD_FILE_SIZE_INVALID,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,83,LFO_PUT_PAYLOAD_DATA_ALLOC_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,84,LFO_PUT_PAYLOAD_FILE_SIZE_TOO_LARGE,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,85,LFO_PUT_PAYLOAD_SEND_HDR_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,86,LFO_PUT_PAYLOAD_SEND_READ_FILE_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,87,LFO_PUT_PAYLOAD_SEND_SEND_DATA_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LfoUploadExtendedStatus,88,LFO_PUT_PAYLOAD_SEND_CHECKSUM_ERROR,crowdstrike_LfoUploadExtendedStatus.csv
LightningLatencyState,1,ASYNC_ON_FIRST,crowdstrike_LightningLatencyState.csv
LightningLatencyState,2,DISCONNECTED,crowdstrike_LightningLatencyState.csv
LightningLatencyState,3,ACTIVE,crowdstrike_LightningLatencyState.csv
LinkedAuthenticationId,0,INVALID_LUID,crowdstrike_LinkedAuthenticationId.csv
LocationStatus,0,UNKNOWN,crowdstrike_LocationStatus.csv
LocationStatus,1,UNAVAILABLE,crowdstrike_LocationStatus.csv
LocationStatus,2,UNAUTHORIZED,crowdstrike_LocationStatus.csv
LocationStatus,3,OFF,crowdstrike_LocationStatus.csv
LocationStatus,4,ON,crowdstrike_LocationStatus.csv
LogonType,2,INTERACTIVE,crowdstrike_LogonType.csv
LogonType,3,NETWORK,crowdstrike_LogonType.csv
LogonType,4,BATCH,crowdstrike_LogonType.csv
LogonType,5,SERVICE,crowdstrike_LogonType.csv
LogonType,6,PROXY,crowdstrike_LogonType.csv
LogonType,7,UNLOCK,crowdstrike_LogonType.csv
LogonType,8,NETWORK_CLEARTEXT,crowdstrike_LogonType.csv
LogonType,9,NEW_CREDENTIALS,crowdstrike_LogonType.csv
LogonType,10,REMOTE_INTERACTIVE,crowdstrike_LogonType.csv
LogonType,11,CACHED_INTERACTIVE,crowdstrike_LogonType.csv
LogonType,12,CACHED_REMOTE_INTERACTIVE,crowdstrike_LogonType.csv
LogonType,13,CACHED_UNLOCK,crowdstrike_LogonType.csv
MachOSubType,0,UNKNOWN,crowdstrike_MachOSubType.csv
MachOSubType,1,EXECUTABLE64,crowdstrike_MachOSubType.csv
MachOSubType,2,DYLIB64,crowdstrike_MachOSubType.csv
MachOSubType,3,BUNDLE64,crowdstrike_MachOSubType.csv
MachOSubType,4,KEXT64,crowdstrike_MachOSubType.csv
MachOSubType,5,EXECUTABLE32,crowdstrike_MachOSubType.csv
MachOSubType,6,DYLIB32,crowdstrike_MachOSubType.csv
MachOSubType,7,BUNDLE32,crowdstrike_MachOSubType.csv
Malicious,0,NO_CONF,crowdstrike_Malicious.csv
Malicious,1,LOW_CONF,crowdstrike_Malicious.csv
Malicious,2,MEDIUM_CONF,crowdstrike_Malicious.csv
Malicious,3,HIGH_CONF,crowdstrike_Malicious.csv
Malicious,4,LOWEST_CONF,crowdstrike_Malicious.csv
Malicious,5,TARGET_FP_RATE_TEN_PERC,crowdstrike_Malicious.csv
Malicious,6,TARGET_FP_RATE_ONE_PERC,crowdstrike_Malicious.csv
MeasurementType,0,MEASUREMENT_TYPE_INVALID_LOW,crowdstrike_MeasurementType.csv
MeasurementType,1,MEASUREMENT_TYPE_PE_IMAGE,crowdstrike_MeasurementType.csv
MeasurementType,2,MEASUREMENT_TYPE_REGION,crowdstrike_MeasurementType.csv
MeasurementType,4,MEASUREMENT_TYPE_APPLE_EFICHECK,crowdstrike_MeasurementType.csv
MemoryDescriptionFlags,0,NONE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,1,INVALID_ADDRESS,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,2,CURRENT_STACK,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,4,JIT_DOTNET,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,8,MZ,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,16,CODE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,32,MODULE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,64,MAPPED,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,80,CODE_MAPPED,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,128,REFLECTIVE_PE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,152,MZ_CODE_REFLECTIVE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,200,MZ_MAPPED_REFLECTIVE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,256,JIT_FLASH,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,512,PRIMARY_MODULE,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,1024,PRIVATE_MEMORY,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,1056,PRIVATE_MODULE_MEMORY,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,1088,PRIVATE_OR_MAPPED,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,2048,KNOWN_FUNCTION,crowdstrike_MemoryDescriptionFlags.csv
MemoryDescriptionFlags,4096,FREE_MEMORY,crowdstrike_MemoryDescriptionFlags.csv
MemoryRegionProtection,1,PAGE_NOACCESS,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,2,PAGE_READONLY,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,4,PAGE_READWRITE,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,8,PAGE_WRITECOPY,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,16,PAGE_EXECUTE,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,32,PAGE_EXECUTE_READ,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,64,PAGE_EXECUTE_READWRITE,crowdstrike_MemoryRegionProtection.csv
MemoryRegionProtection,128,PAGE_EXECUTE_WRITECOPY,crowdstrike_MemoryRegionProtection.csv
ModuleLoadMechanism,0,STANDARD,crowdstrike_ModuleLoadMechanism.csv
ModuleLoadMechanism,1,REFLECTIVE,crowdstrike_ModuleLoadMechanism.csv
NetworkContainmentState,0,NETWORK_CONTAINMENT_STATE_UNCONTAINED,crowdstrike_NetworkContainmentState.csv
NetworkContainmentState,1,NETWORK_CONTAINMENT_STATE_CONTAINED,crowdstrike_NetworkContainmentState.csv
NetworkExtensionType,0,UNKNOWN,crowdstrike_NetworkExtensionType.csv
NetworkExtensionType,1,CONTENT_FILTER,crowdstrike_NetworkExtensionType.csv
NetworkExtensionType,2,APP_PROXY,crowdstrike_NetworkExtensionType.csv
NetworkProfile,0,NET_PROFILE_INVALID,crowdstrike_NetworkProfile.csv
NetworkProfile,1,NET_PROFILE_DOMAIN,crowdstrike_NetworkProfile.csv
NetworkProfile,2,NET_PROFILE_PUBLIC,crowdstrike_NetworkProfile.csv
NetworkProfile,4,NET_PROFILE_PRIVATE,crowdstrike_NetworkProfile.csv
NetworkProfile,255,NET_PROFILE_ANY,crowdstrike_NetworkProfile.csv
OciContainerEngineType,0,UNKNOWN,crowdstrike_OciContainerEngineType.csv
OciContainerEngineType,1,DOCKER,crowdstrike_OciContainerEngineType.csv
OciContainerEngineType,2,PODMAN,crowdstrike_OciContainerEngineType.csv
ParentAuthenticationId,0,INVALID_LUID,crowdstrike_ParentAuthenticationId.csv
PatternHandlingErrorType,0,MISSING_EVENT_TYPE_TAG,crowdstrike_PatternHandlingErrorType.csv
PatternHandlingErrorType,1,MISSING_TRANSMISSION_TAG,crowdstrike_PatternHandlingErrorType.csv
PatternHandlingErrorType,2,INVALID_PATTERNDISPOSITION,crowdstrike_PatternHandlingErrorType.csv
PayloadClassification,0,UNKNOWN,crowdstrike_PayloadClassification.csv
PayloadClassification,1,ANTIVIRUS,crowdstrike_PayloadClassification.csv
PayloadClassification,2,GENERIC_MALWARE,crowdstrike_PayloadClassification.csv
PayloadClassification,3,RAT,crowdstrike_PayloadClassification.csv
PayloadClassificationFlags,0,NONE,crowdstrike_PayloadClassificationFlags.csv
PayloadClassificationFlags,1,KNOWN_BENIGN,crowdstrike_PayloadClassificationFlags.csv
PayloadClassificationFlags,2,SUSPICIOUS,crowdstrike_PayloadClassificationFlags.csv
PayloadClassificationFlags,4,KNOWN_MALICIOUS,crowdstrike_PayloadClassificationFlags.csv
PayloadClassificationFlags,8,ENABLE_VISIBILITY,crowdstrike_PayloadClassificationFlags.csv
PciAttachmentState,0,ATTACHMENT_SUCCESS,crowdstrike_PciAttachmentState.csv
PciAttachmentState,1,ATTACHMENT_NOT_ATTACHED,crowdstrike_PciAttachmentState.csv
PciAttachmentState,2,ATTACHMENT_COLLECTION_FAILED,crowdstrike_PciAttachmentState.csv
PciAttachmentState,3,ATTACHMENT_NOT_STARTED,crowdstrike_PciAttachmentState.csv
PciAttachmentState,4,ATTACHMENT_STOPPED_REMOVED,crowdstrike_PciAttachmentState.csv
PciAttachmentState,65533,ATTACHMENT_DUPLICATE_ERROR,crowdstrike_PciAttachmentState.csv
PciAttachmentState,65534,ATTACHMENT_ERROR,crowdstrike_PciAttachmentState.csv
PciAttachmentState,65535,ATTACHMENT_UNKNOWN,crowdstrike_PciAttachmentState.csv
PosixFileType,0,NON,crowdstrike_PosixFileType.csv
PosixFileType,1,REG,crowdstrike_PosixFileType.csv
PosixFileType,2,DIR,crowdstrike_PosixFileType.csv
PosixFileType,3,BLK,crowdstrike_PosixFileType.csv
PosixFileType,4,CHR,crowdstrike_PosixFileType.csv
PosixFileType,5,LNK,crowdstrike_PosixFileType.csv
PosixFileType,6,SOCK,crowdstrike_PosixFileType.csv
PosixFileType,7,FIFO,crowdstrike_PosixFileType.csv
PowerPluggedType,0,AC,crowdstrike_PowerPluggedType.csv
PowerPluggedType,1,USB,crowdstrike_PowerPluggedType.csv
PowerPluggedType,2,WIRELESS,crowdstrike_PowerPluggedType.csv
PreviousMemoryRegionProtection,1,PAGE_NOACCESS,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,2,PAGE_READONLY,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,4,PAGE_READWRITE,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,8,PAGE_WRITECOPY,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,16,PAGE_EXECUTE,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,32,PAGE_EXECUTE_READ,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,64,PAGE_EXECUTE_READWRITE,crowdstrike_PreviousMemoryRegionProtection.csv
PreviousMemoryRegionProtection,128,PAGE_EXECUTE_WRITECOPY,crowdstrike_PreviousMemoryRegionProtection.csv
ProcessCreateFlags,1,DEBUG_PROCESS,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,2,DEBUG_ONLY_THIS_PROCESS,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,4,CREATE_SUSPENDED,crowdstrike_ProcessCreateFlags.csv
ProcessCreateFlags,8,DETACHED_PROCESS,crowdstrike_ProcessCreateFlags.csv
